Query	Subject	% Similarity	E Value	Length
TC_RS04250	CPn0669	72.22	3e-35	270
TC_RS04255	CPn0516	87.5	0.39	24
TC_RS04260	CPn0671	68.83	4.0000000000000004e-20	247
TC_RS04265	CPn0672	66.31	2e-41	653
TC_RS04270	CPn0737	88.89	0.1	27
TC_RS04275	CPn0674	64.27	5e-24	890
TC_RS04280	CPn0836	65.48	1e-26	591
TC_RS04285	CPn0835	70.48	0.0	1582
TC_RS04290	CPn0834	75.11	5.999999999999999e-37	229
TC_RS04295	CPn0833	69.18	3.999999999999999e-153	1340
TC_RS04300	CPn0832	71.22	5.999999999999999e-98	747
TC_RS04305	CPn0828	76.63	1.9999999999999995e-166	783
TC_RS04310	CPn0827	69.39	3e-50	477
TC_RS04835	CPn0400	100.0	0.55	15
TC_RS04315	CPn0826	68.47	2e-52	609
TC_RS04840	CPn0825	76.51	9.999999999999997e-145	681
TC_RS04325	CPn0824	72.79	7e-40	272
TC_RS04330	CPn0823	71.79	3.9999999999999995e-125	833
TC_RS04335	CPn0495	94.44	1.4	18
TC_RS04335	CPn0196	100.0	1.4	15
TC_RS04340	CPn0821	70.29	6.999999999999999e-15	175
TC_RS04345	CPn0748	100.0	1.6	15
TC_RS04345	CPn0094	100.0	1.6	15
TC_RS04350	CPn0890	95.0	0.11	20
TC_RS04355	CPn0818	72.89	2.9999999999999997e-52	343
TC_RS04360	CPn0817	70.8	9.000000000000001e-21	226
TC_RS04365	CPn0816	71.05	3.9999999999999987e-134	988
TC_RS04370	CPn0815	69.0	0.0	1803
TC_RS04375	CPn0814	71.14	1.9999999999999999e-22	201
TC_RS04380	CPn0813	66.93	2e-35	499
TC_RS04385	CPn0812	66.52	4e-59	905
TC_RS04390	CPn0811	72.32	1e-85	560
TC_RS04395	CPn1036	90.91	0.08900000000000001	22
TC_RS04400	CPn0809	64.35	8e-10	317
TC_RS04405	CPn0808	66.74	3e-27	433
TC_RS04410	CPn0807	64.89	9.999999999999999e-32	712
TC_RS04415	CPn0806	70.22	0.0	1884
TC_RS04420	CPn0805	75.45	2.999999999999999e-151	770
TC_RS04425	CPn0804	67.07	5e-60	741
TC_RS04430	CPn0803	75.61	1.9999999999999993e-95	488
TC_RS04435	CPn0802	72.04	3.999999999999999e-157	1030
TC_RS04440	CPn0801	72.49	0.0	1690
TC_RS04445	CPn0800	71.25	9.999999999999998e-172	1280
TC_RS04450	CPn0793	67.85	6.999999999999998e-69	905
TC_RS04455	CPn0792	71.89	1.0000000000000001e-21	185
TC_RS04460	CPn0791	67.44	5.999999999999998e-72	903
TC_RS04465	CPn0790	71.76	9.999999999999997e-112	765
TC_RS04470	CPn0789	72.3	0.0	1812
TC_RS04475	CPn0788	65.98	7e-08	194
TC_RS04480	CPn0787	68.89	2e-58	585
TC_RS04485	CPn0786	68.19	1.9999999999999997e-108	1160
TC_RS04490	CPn0785	70.81	3.999999999999999e-86	692
TC_RS04495	CPn0784	70.0	9e-09	120
TC_RS04500	CPn0783	76.92	7e-07	65
TC_RS04505	CPn0782	69.01	2.9999999999999997e-96	968
TC_RS04510	CPn0781	73.89	2.9999999999999996e-60	383
TC_RS04515	CPn0780	65.41	9.000000000000001e-11	266
TC_RS04520	CPn0779	65.71	5e-18	385
TC_RS04525	CPn0778	66.06	6e-26	498
TC_RS04530	CPnt30	95.95	4e-28	74
TC_RS04535	CPn0730	90.91	0.42	22
TC_RS04540	CPn0776	69.65	2e-74	692
TC_RS04545	CPn0775	65.13	3e-23	565
TC_RS04550	CPn0572	100.0	0.67	15
TC_RS04555	CPn0773	72.95	9.999999999999998e-106	658
TC_RS04560	CPn0772	66.94	3.9999999999999997e-84	1228
TC_RS04565	CPn0771	74.68	1.9999999999999999e-22	154
TC_RS04570	CPn0761	68.25	8e-44	504
TC_RS04575	CPn0760	68.51	2e-44	505
TC_RS04580	CPn0759	70.14	5.9999999999999995e-12	144
TC_RS04585	CPn0758	62.73	4e-07	762
TC_RS04590	CPn0120	85.19	0.091	27
TC_RS04595	CPn0756	79.25	0.0	1701
TC_RS04600	CPn0755	74.36	1.9999999999999999e-22	156
TC_RS04605	CPn0987	100.0	0.67	15
TC_RS04610	CPn0754	70.92	3e-13	141
TC_RS04615	CPn0807	89.29	0.059000000000000004	28
TC_RS04620	CPn0727	70.2	2.9999999999999996e-24	245
TC_RS04625	CPn0726	73.31	5e-34	236
TC_RS04630	CPn0726	76.35	2.9999999999999996e-24	148
TC_RS04635	CPn0986	89.66	0.003	29
TC_RS04640	CPn0729	65.71	1e-75	1155
TC_RS04845	CPn0929	100.0	2.0	14
TC_RS04845	CPn0912	89.47	2.0	19
TC_RS04845	CPn0789	100.0	2.0	14
TC_RS04845	CPn0580	94.12	2.0	17
TC_RS04845	CPn0447	100.0	2.0	14
TC_RS04845	CPn0446	100.0	2.0	14
TC_RS04845	CPn0109	100.0	2.0	14
TC_RS04845	CPn0106	86.36	2.0	22
TC_RS04845	CPn0074	100.0	2.0	14
TC_RS04845	CPn0014	100.0	2.0	14
TC_RS04645	CPn0730	65.93	5.999999999999999e-69	1133
TC_RS04650	CPn0732	70.06	7.999999999999998e-96	815
TC_RS04655	CPn0733	75.59	9.999999999999999e-124	631
TC_RS04660	CPn0734	72.47	7.999999999999998e-147	919
TC_RS04665	CPn0748	65.43	5.0000000000000005e-22	512
TC_RS04670	CPn0749	68.67	5.999999999999999e-45	466
TC_RS04675	CPn0750	72.13	7.999999999999999e-31	244
TC_RS04680	CPn0803	100.0	0.22	16
TC_RS04685	CPnt29	98.65	7e-32	74
TC_RS04690	CPn0746	70.55	0.0	1589
